36.957173906,-122.058263048,-9.944000,20.716999,2,label 2
36.957177593,-122.058266226,-9.644000,21.016001,2,label 5
36.957313609,-122.058028393,-7.855000,22.805000,2,label 5
36.957314011,-122.058029752,-7.893000,22.768000,2,label 5
